Year of arrival at port of disembarkation,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Total embarked,Total disembarked,Percent men,Percent women,Percent children,Captive deaths during crossing,Duration of captives' crossing (in days),"Voyage duration, homeport to disembarkation (in days)"
1849,"Southeast Brazil, port unspecified","Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1574,1250,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",667,600,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1276,1050,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",583,480,,,,,,
1849,Rio de Janeiro,Congo North,"Rio de Janeiro, Sao Paulo, Santa Catarina",464,420,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1070,900,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",662,600,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",680,560,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",324,290,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",386,350,,,,,,
1849,Luanda,Benguela,"Rio de Janeiro, Sao Paulo, Santa Catarina",500,415,,,,85,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",972,800,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",498,410,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",729,600,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro province,786,652,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",117,105,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",227,204,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",663,601,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified",Macaé,122,110,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",727,650,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",761,720,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",883,800,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",993,900,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",537,480,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",476,450,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",1030,848,,,,,,
1849,Rio de Janeiro,"Africa, port unspecified","Rio de Janeiro, Sao Paulo, Santa Catarina",518,490,,,,,,
1852,Rio de Janeiro,Quilimane,Rio de Janeiro province,550,500,,,,50,,
1853,Havana,,,,,,,,,,
1853,Barcelona,,,,,,,,,,
1853,Barcelona,,,,,,,,,,
1852,Havana,,,,,,,,,,
1851,Havana,,,,,,,,,,
1853,,"Africa, port unspecified",Cabanas,729,600,,,,,,
1853,,"Africa, port unspecified","Cuba, port unspecified",480,400,,,,,,
1853,Matanzas,Mozambique,Cabanas,1350,1150,,,,200,,
1853,,"Africa, port unspecified",Cardenas,831,684,,,,,,
1853,New York,Keta,Isla de Pinas,350,340,,,,10,56,173
1853,,"Africa, port unspecified",Mariel,334,300,,,,,,
1853,Bahia Honda,Mozambique,"Cuba, port unspecified",1487,1283,,,,,,
1853,,"Africa, port unspecified","Cuba, port unspecified",778,640,,,,,,
1853,,"Africa, port unspecified",Isla de Pinas,720,600,,,,,,
1853,,"Africa, port unspecified",San Juan de los Remedios,428,360,,,,,,
1853,,"Whydah, Ouidah","Cuba, west coast",325,296,,,,,,
1853,,"Africa, port unspecified","Cuba, south coast",729,600,,,,,,
1853,,"Africa, port unspecified","Cuba, south coast",309,260,,,,,,
1853,,"Africa, port unspecified",Isla de Pinas,189,180,,,,,,
1853,,"Africa, port unspecified",Cardenas,722,650,,,,,,
1853,,"Africa, port unspecified","Cuba, port unspecified",365,300,,,,,,
1853,,"Africa, port unspecified",Havana,588,484,,,,,,
1853,Havana,Congo River,Trinidad de Cuba,667,600,,,,,,
1854,New York,,,,,,,,,,
1854,New York,,,,,,,,,,
1854,,"Africa, port unspecified","Cuba, port unspecified",851,700,,,,,,
1854,,"Africa, port unspecified",Trinidad de Cuba,778,640,,,,,,
1854,,"Africa, port unspecified",Trinidad de Cuba,360,300,,,,,,
1854,,"Africa, port unspecified",Trinidad de Cuba,729,600,,,,,,
1854,,"Africa, port unspecified","Cuba, port unspecified",425,380,,,,,,
1854,,"Africa, port unspecified","Cuba, south coast",790,650,,,,,,
1854,,"Africa, port unspecified",Matanzas,486,400,,,,,,
1854,,"Africa, port unspecified","Cuba, port unspecified",365,300,,,,,,
1854,,Congo River,Cardenas,656,600,,,,,,
1756,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",388,357,,,,,,
1756,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",388,357,,,,,,
1756,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",388,357,,,,,,
1756,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",388,357,,,,,,
1756,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",297,277,,,,,,
1756,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",253,224,,,,,,
1757,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",388,357,,,,,,
1757,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",297,277,,,,,,
1757,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",297,277,,,,,,
1757,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",253,224,,,,,,
1758,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",253,224,,,,,,
1758,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",388,357,,,,,,
1758,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",253,224,,,,,,
1758,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",253,224,,,,,,
1758,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",253,224,,,,,,
1724,"Pernambuco, place unspecified","Gold Coast, port unspecified","Pernambuco, place unspecified",235,208,,,,,59,
1763,"Southeast Brazil, port unspecified","Costa da Mina, place unspecified",Rio de Janeiro,297,277,,,,,,
1769,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",297,277,,,,,,
1782,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",331,305,,,,,,
1781,"Pernambuco, place unspecified","Costa da Mina, place unspecified","Pernambuco, place unspecified",258,230,,,,,,
1760,"Southeast Brazil, port unspecified","Costa da Mina, place unspecified",Rio de Janeiro,253,224,,,,,,
1768,"Pernambuco, place unspecified","Lagos, Onim","Pernambuco, place unspecified",316,284,,,,,,
1771,"Pernambuco, place unspecified","Whydah, Ouidah","Pernambuco, place unspecified",297,277,,,,,,
1789,,Porto Novo,,304,278,,,,,,
1779,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",258,230,,,,,,
1780,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",258,230,,,,,,
1776,,"Whydah, Ouidah",,200,183,,,,,,
1765,São Tomé or Princes Island,Princes Island,"Bahia, place unspecified",297,277,,,,,,
1783,"Bahia, place unspecified",São Tomé,"Bahia, place unspecified",271,251,,,,,,
1797,Rio de Janeiro,"Whydah, Ouidah",Rio de Janeiro,258,230,,,,,,
1778,Lisbon,Bissau,Pará,353,324,,,,,,
1779,,"Africa, port unspecified",Maranhão,304,288,,,,,,
1779,,"Africa, port unspecified",Maranhão,175,160,,,,,,
1779,Lisbon,Cacheu,Maranhão,281,257,,,,,,210
1779,,"Africa, port unspecified",Maranhão,85,80,,,,,,
1780,Lisbon,Bissau,Maranhão,355,328,,,,,,174
1780,Lisbon,Bissau,Pará,171,157,,,,,,
1737,Lisbon,Cacheu,,254,220,,,,,,
1738,Lisbon,Cacheu,,125,114,,,,,,
1739,,Cacheu,,169,150,,,,,,
1741,Lisbon,Cacheu,,212,194,,,,,,
1742,Lisbon,Cacheu,,169,150,,,,,,
1743,,Cape Verde Islands,Lisbon,2,2,,,,,,
1744,Lisbon,Cape Verde Islands,"Americas, port unspecified",129,114,,,,,,
1745,Lisbon,Cacheu,Lisbon,465,403,,,,,,
1762,Lisbon,Cacheu,,212,194,,,,,,
1781,Lisbon,Bissau,Maranhão,124,114,,,,,,149
1738,,Cacheu,,118,106,,,,,,
1739,Lisbon,Cacheu,,211,188,,,,,,
1741,Lisbon,Cacheu,,169,150,,,,,,
1758,Lisbon,Cacheu,Lisbon,212,194,,,,,,
1759,Lisbon,Cape Verde Islands,"Americas, port unspecified",212,194,,,,,,
1753,Lisbon,Bissau,Pará,297,277,,,,,,
1755,Lisbon,Cape Verde Islands,,316,284,,,,,,
1755,Lisbon,Bissau,,169,150,,,,,,
1757,Lisbon,Bissau,Lisbon,297,277,,,,,,
1786,Lisbon,Cape Verde Islands,Maranhão,363,336,,,,,,
1787,,Bissau,,363,336,,,,,,
1786,,Cacheu,,353,324,,,,,,
1781,,Bissau,Maranhão,206,193,,,,,,
1781,Lisbon,Bissau,,363,336,,,,,,
1736,"Southeast Brazil, port unspecified",Bissau,Rio de Janeiro,301,272,,,,,,
1751,Lisbon,Cacheu,Lisbon,169,150,,,,,,474
1752,Lisbon,Cacheu,,316,284,,,,,,
1608,Seville,Cacheu,"Spanish Caribbean, unspecified",359,287,,,,,,
1752,,"Senegambia and offshore Atlantic, port unspecified",Lisbon,250,208,,,,,,
1752,Lisbon,Cacheu,,211,188,,,,,,
1762,,Luanda,Pará,386,351,,,,,,
1784,Lisbon,Bissau,,169,150,,,,,,
1747,Lisbon,Cacheu,,169,150,,,,,,
1749,Lisbon,Cacheu,,169,150,,,,,,
1754,Lisbon,Cacheu,,316,284,,,,,,
1646,Seville,"Senegambia and offshore Atlantic, port unspecified","Spanish Americas, port unspecified",325,259,,,,,,
1646,,"Senegambia and offshore Atlantic, port unspecified","Spanish Americas, port unspecified",325,259,,,,,,
1781,Lisbon,Bissau,Maranhão,320,301,,,,19,,223
1781,Lisbon,Cacheu,Pará,353,324,,,,,,
1783,,"Africa, port unspecified",Maranhão,39,37,,,,,,
1783,"Bahia, place unspecified","Whydah, Ouidah",,200,,,,,,,
1783,,"Africa, port unspecified",Maranhão,151,138,,,,,,
1788,Lisbon,Cacheu,Maranhão,63,58,,,,,,245
1789,,Cacheu,Maranhão,134,124,,,,,,
1788,,Luanda,Maranhão,372,341,,,,,,
1783,Lisbon,Bissau,Maranhão,492,412,,,,,,
1787,Lisbon,Portuguese Guinea,Maranhão,353,324,,,,,,
1784,Lisbon,Bissau,Maranhão,363,336,,,,,,
1783,Lisbon,Bissau,Pará,363,336,,,,,,
1643,,Cacheu,"Spanish Caribbean, unspecified",325,259,,,,,,
1644,Lisbon,Cacheu,"Bahia, place unspecified",179,158,,,,,,
1651,Cartagena,Cape Verde Islands,,650,574,,,,,,
1651,Cartagena,Cape Verde Islands,,700,618,,,,,,
1651,"Pernambuco, place unspecified","Africa, port unspecified","Pernambuco, place unspecified",330,264,,,,,,
1652,Havana,Cape Verde Islands,Havana,325,259,,,,,,
1656,Canary Islands,Portuguese Guinea,,216,153,,,,,,
1662,"Spanish Caribbean, unspecified",Cacheu,"Spanish Americas, port unspecified",700,559,,,,,,
1677,Seville,Cape Verde Islands,,270,238,,,,,,
1677,Seville,Cape Verde Islands,,290,256,,,,,,
1681,Lisbon,Cape Verde Islands,"Pernambuco, place unspecified",118,105,,,,,,
1695,,Cacheu,Maranhão,116,102,,,,14,,
1696,,Cape Verde Islands,Maranhão,179,158,,,,21,,
1701,,Cacheu,Maranhão,120,115,,,,5,,
1703,,Benin,Maranhão,200,170,,,,30,,
1708,,Benin,Maranhão,102,87,,,,15,,
1715,,Benin,Maranhão,100,85,,,,15,,
1729,Azores,Bissau,Lisbon,39,35,,,,,,
1737,,Cape Verde Islands,Lisbon,17,15,,,,,97,
1740,Lisbon,Bissau,"Bahia, place unspecified",465,403,,,,,,
1740,Lisbon,Cacheu,Maranhão,77,69,,,,,,68
1741,Lisbon,Cacheu,Maranhão,100,7,,,,93,,827
1741,Lisbon,,,,,,,,,,
1743,Lisbon,Cacheu,Maranhão,101,92,,,,,,254
1752,Lisbon,Cape Verde Islands,Pará,169,150,,,,,,
1754,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,386,351,,,,,,
1755,Lisbon,Bissau,Pará,316,284,,,,,,
1661,"Spanish Caribbean, unspecified",Portuguese Guinea,"Spanish Caribbean, unspecified",179,158,,,,,,
1649,"Bahia, place unspecified",Cape Verde Islands,"Bahia, place unspecified",179,158,,,,,,
1644,,Cacheu,"Americas, region unspecified",179,158,,,,,,
1693,,Cacheu,Maranhão,159,145,,,,14,,
1652,,Cacheu,,179,158,,,,,,
1752,Lisbon,Bissau,Maranhão,316,282,,,,,,
1752,Lisbon,Bissau,,169,150,,,,,,
1749,Lisbon,Cape Verde Islands,Rio de Janeiro,465,403,,,,,,
1743,Lisbon,Cape Verde Islands,Rio de Janeiro,169,150,,,,,,
1733,Lisbon,Cacheu,,28,24,,,,,,
1698,"Pernambuco, place unspecified",Cape Verde Islands,"Pernambuco, place unspecified",19,17,,,,,,
1725,,Cacheu,Lisbon,182,158,,,,,398,
1752,Lisbon,Cape Verde Islands,Lisbon,153,136,,,,,,353
1647,,Cacheu,"Americas, region unspecified",292,260,,,,,,
1735,,Cacheu,Lisbon,8,7,,,,,,
1788,Lisbon,Bissau,Maranhão,250,226,,,,,27,328
1826,Cape Verde Islands,Bissau,Maranhão,449,421,,,,,,
1824,Lisbon,Bissau,"Pernambuco, place unspecified",390,353,,,,,,
1821,Lisbon,Bissau,Maranhão,183,160,,,,,,
1820,Lisbon,Cacheu,Maranhão,183,160,,,,,,
1818,Lisbon,Bissau,Maranhão,530,473,,,,,,
1816,Rio de Janeiro,"Africa, port unspecified",Rio de Janeiro,390,353,,,,,,
1816,"Pernambuco, place unspecified",São Tomé,"Pernambuco, place unspecified",239,217,,,,,,
1815,Lisbon,Cacheu,Maranhão,530,472,,,,,,
1815,,Cacheu,"Americas, port unspecified",120,100,,,,,,
1815,"Bahia, place unspecified",Princes Island,"Bahia, place unspecified",390,353,,,,,,
1815,Lisbon,Cacheu,Maranhão,530,472,,,,,,
1797,,Luanda,Maranhão,310,262,,,,,,
1802,,Bissau,Maranhão,530,472,,,,,,
1801,,"Africa, port unspecified",Maranhão,530,472,,,,,,
1802,"Bahia, place unspecified","West Central Africa and St. Helena, port unspecified","Bahia, place unspecified",307,265,,,,,,
1802,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,307,265,,,,,,
1803,"Pernambuco, place unspecified",São Tomé,"Pernambuco, place unspecified",273,250,,,,,,
1805,Lisbon,Gabon,Maranhão,180,163,,,,,,
1806,Maranhão,Cap Lopez,,390,353,,,,,,
1807,Lisbon,Gabon,Pará,105,95,,,,,,
1813,Rio de Janeiro,Calabar,Rio de Janeiro,530,473,,,,,,
1814,"Pernambuco, place unspecified",Princes Island,"Pernambuco, place unspecified",390,353,,,,,,
1815,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",390,353,,,,,,
1815,"Bahia, place unspecified",Princes Island,"Bahia, place unspecified",390,353,,,,,,
1815,Lisbon,Cacheu,Maranhão,239,217,,,,,,
1815,Lisbon,Cacheu,Maranhão,239,217,,,,,,
1813,"Bahia, place unspecified",Cacheu,"Bahia, place unspecified",239,217,,,,,,
1813,Princes Island,Bimbia,"Pernambuco, place unspecified",183,160,,,,,,
1814,"Pernambuco, place unspecified",Bimbia,"Pernambuco, place unspecified",113,98,,,,,,
1814,"Bahia, place unspecified",Calabar,"Bahia, place unspecified",390,353,,,,,,
1810,"Bahia, place unspecified","Africa, port unspecified","Bahia, place unspecified",183,160,,,,,,
1810,,Bissau,Cayenne,390,353,,,,,,
1810,Lisbon,Bissau,Maranhão,183,160,,,,,,
1813,,Cacheu,Maranhão,179,159,,,,,,
1812,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",390,353,,,,,,
1813,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",390,353,,,,,,
1814,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",390,353,,,,,,
1814,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",390,353,,,,,,
1812,Lisbon,Cacheu,Maranhão,530,473,,,,,,
1811,Lisbon,Bissau,Maranhão,390,353,,,,,,
1812,Lisbon,Bissau,Maranhão,390,353,,,,,,
1825,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,382,,,,,382,,
1829,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,498,135,,,,363,37,
1771,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",297,277,,,,,,
1768,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",253,224,,,,,,
1766,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",253,224,,,,,,
1765,"Bahia, place unspecified",Epe,"Bahia, place unspecified",175,164,,,,,,
1763,"Bahia, place unspecified",Badagry/Apa,"Bahia, place unspecified",297,277,,,,,,
1763,"Bahia, place unspecified",Porto Novo,"Bahia, place unspecified",297,277,,,,,,
1763,"Bahia, place unspecified",Epe,"Bahia, place unspecified",297,277,,,,,,
1762,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",297,277,,,,,,
1761,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",253,224,,,,,,
1756,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",253,224,,,,,,
1756,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",297,277,,,,,,
1756,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",253,224,,,,,,
1756,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",329,308,,,,,,
1756,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",253,224,,,,,,
1756,"Bahia, place unspecified","Costa da Mina, place unspecified","Bahia, place unspecified",297,277,,,,,,
1821,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,472,428,,,,,85,
1803,"Rio de la Plata, port unspecified",Mozambique,,390,353,,,,,,
1803,Vigo,Mozambique,Montevideo,316,282,,,,34,,
1802,Havana,Mozambique,Buenos Aires,342,310,,,,,,202
1793,Havana,Mozambique,Cape of Good Hope,363,337,,,,,,
1685,Cadiz,"Africa, port unspecified",Cartagena,400,313,,,,,,
1678,Cadiz,"West Central Africa and St. Helena, port unspecified",Caracas,400,313,,,,,,
1659,Cadiz,"West Central Africa and St. Helena, port unspecified","New Spain, port unspecified",325,259,,,,,,
1677,Cadiz,"Senegambia and offshore Atlantic, port unspecified",Portobelo,400,313,,,,,,
1656,Cadiz,"Africa, port unspecified","Spanish Circum-Caribbean,unspecified",325,259,,,,,,
1656,Cadiz,"Africa, port unspecified","Spanish Circum-Caribbean,unspecified",325,259,,,,,,
1656,Cadiz,"Africa, port unspecified","Spanish Circum-Caribbean,unspecified",325,259,,,,,,
1654,Cadiz,"Africa, port unspecified","Spanish Circum-Caribbean,unspecified",325,259,,,,,,
1654,Cadiz,"Senegambia and offshore Atlantic, port unspecified","Spanish Circum-Caribbean,unspecified",325,259,,,,,,
1654,Cadiz,"Africa, port unspecified","Spanish Circum-Caribbean,unspecified",325,259,,,,,,
1654,Cadiz,"Africa, port unspecified","Spanish Circum-Caribbean,unspecified",325,259,,,,,,
1652,Seville,"Africa, port unspecified",Cartagena,325,259,,,,,,
1679,Cadiz,Cape Verde Islands,Cartagena,400,313,,,,,,
1679,Cadiz,Congo River,Caracas,400,313,,,,,,
1681,Cadiz,Congo River,"Spanish Circum-Caribbean,unspecified",400,313,,,,,,
1680,Cadiz,Cape Verde Islands,Caracas,400,313,,,,,,
1681,Cadiz,"Africa, port unspecified",Portobelo,292,260,,,,,,
1681,Cadiz,"Africa, port unspecified","Spanish Circum-Caribbean,unspecified",400,313,,,,,,
1681,Cadiz,"West Central Africa and St. Helena, port unspecified","Spanish Circum-Caribbean,unspecified",400,313,,,,,,
1690,Cadiz,"Africa, port unspecified","Spanish Circum-Caribbean,unspecified",400,313,,,,,,
1733,London,"Africa, port unspecified",Veracruz,284,251,,,,,,
1735,,Congo River,Campeche,170,150,,,,,,
1698,,"Africa, port unspecified",Cartagena,242,216,,,,,,
1826,"Bahia, place unspecified",Malembo,"Bahia, place unspecified",307,277,,,,,,
1667,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",244,209,,,,,,
1633,,Luanda,"Hispaniola, unspecified",359,287,,,,,,76
1699,,"Bight of Benin, place unspecified",Cartagena,248,194,,,,,,
1700,London,"West Central Africa and St. Helena, port unspecified",Cartagena,321,251,,,,,,405
1717,,"Africa, port unspecified",Buenos Aires,241,188,,,,,,
1814,,"Africa, port unspecified",Havana,804,188,,,,616,,
1814,Havana,"Africa, port unspecified",Havana,157,138,,,,,27,81
1712,London,"Africa, port unspecified",Buenos Aires,193,151,,,,,,247
1704,Vlissingen,"West Central Africa and St. Helena, port unspecified",Cartagena,455,320,,,,,,
1792,,"Africa, port unspecified","Puerto Rico, port unspecified",303,279,,,,,,
1801,,Saint-Louis,"Puerto Rico, port unspecified",103,98,,,,,,
1825,,"Africa, port unspecified",Havana,288,259,,,,,,
1825,Havana,"Africa, port unspecified",,288,259,,,,,,
1825,Havana,"Africa, port unspecified",,220,210,,,,,,
1826,"Cuba, port unspecified","Africa, port unspecified","Cuba, port unspecified",284,270,,,,,,
1826,,"Africa, port unspecified","Cuba, port unspecified",414,395,,,,,,
1826,"Cuba, port unspecified",,,,,,,,,,
1826,,"Africa, port unspecified","Cuba, port unspecified",64,61,,,,,,
1827,,Bonny,"Cuba, port unspecified",411,369,,,,,,
1827,,Bonny,"Cuba, port unspecified",411,369,,,,,,
1827,,"Africa, port unspecified",Havana,284,270,,,,,,
1827,,"Africa, port unspecified",Havana,284,270,,,,,,
1827,Havana,São Tomé,Havana,284,270,,,,,,196
1827,,"Africa, port unspecified",Havana,284,270,,,,,,
1827,,Calabar,Havana,284,270,,,,,,
1829,,"Africa, port unspecified",Havana,411,369,,,,,,
1830,Havana,"Africa, port unspecified",Havana,411,369,,,,,,
1829,Havana,"Africa, port unspecified",Havana,283,270,,,,,,
1829,Cadiz,"Africa, port unspecified",Havana,561,465,,,,,,
1829,Havana,"Africa, port unspecified",Havana,284,270,,,,,,
